"article_id","product_code","name","product_type_no","product_type_name","category","graphical_appearance_no","graphical_appearance_name","colour_group_code","colour_group_name","perceived_colour_value_id","perceived_colour_value_name","perceived_colour_master_id","perceived_colour_master_name","department_no","department_name","index_code","index_name","index_group_no","index_group_name","section_no","section_name","garment_group_no","garment_group_name","description","price"
650734007,650734,"CHLOE cosmetic bag",66,"Bag","Accessories",1010001,"All over pattern",51,"Light Pink",1,"Dusty Light",4,"Pink",3948,"Other Accessories","D","Divided",2,"Divided",52,"Divided Accessories",1019,"Accessories","Make-up bag a zip at the top that continues down the short sides. Lined. Size approx. 7x11.5x18.5 cm.",58.84
723456002,723456,"Kardashian Shorts",274,"Shorts","Garment Lower body",1010016,"Solid",72,"Blue",2,"Medium Dusty",2,"Blue",1745,"Shorts","D","Divided",2,"Divided",53,"Divided Collection",1025,"Shorts","5-pocket, knee-length shorts in washed, stretch denim with hard-worn details. Regular waist, zip fly and button and slim legs with frayed, raw-edge hems.",22.68
811773002,811773,"Versailles lace top",254,"Top","Garment Upper body",1010021,"Lace",10,"White",3,"Light",9,"White",1666,"Jersey","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1005,"Jersey Fancy","Short-sleeved top in lace with a V-neck, seam with a lace band at the waist and a flared peplum. Lined.",82.2
690200001,690200,"Grace dress",265,"Dress","Garment Full body",1010007,"Embroidery",9,"Black",4,"Dark",5,"Black",1343,"Projects Dresses","D","Divided",2,"Divided",50,"Divided Projects",1013,"Dresses Ladies","Short dress in tulle with a round neckline, opening and button at the back of the neck and an embroidered pattern. Gathered, frill-trimmed seam at the waist and 3/4-length sleeves with a seam at the elbows and flare to the cuffs. Jersey inner dress.",16.71
593447002,593447,"GARDA",87,"Boots","Shoes",1010016,"Solid",6,"Light Grey",1,"Dusty Light",12,"Grey",3529,"Boots","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Ankle boots in imitation suede with a soft shaft and zip at the back. Fabric linings, imitation leather insoles and rubber soles. Covered heels 6 cm.",98.82
692285002,692285,"Franco tee",254,"Top","Garment Upper body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Top in soft jersey with short cap sleeves and a rounded hem.",79.5
686129016,686129,"SB Texas water resistant TP",262,"Jacket","Garment Upper body",1010001,"All over pattern",7,"Grey",2,"Medium Dusty",12,"Grey",7852,"Kids Boy Outdoor","H","Children Sizes 92-140",4,"Baby/Children",45,"Kids Outerwear",1007,"Outdoor","Softshell jacket in windproof, water-repellent functional fabric with folded seams, a detachable hood with reflective details and a stand-up collar. Zip down the front with a chin guard, zipped front pockets and ribbing at the cuffs. Brushed, thermal inside. The jacket has a water-repellent coating without fluorocarbons.",27.88
829971001,829971,"WILMA SS TOP",255,"T-shirt","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",8716,"Young Girl Jersey Fancy","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1005,"Jersey Fancy","Short-sleeved top in stretch, ribbed cotton jersey with a decorative button band down the front.",10.5
687601009,687601,"PRICE CREW",252,"Sweater","Garment Upper body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Top in soft sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside.",83.39
851780002,851780,"Shorts Super Soft Slim",-1,"Unknown","Unknown",1010023,"Denim",6,"Light Grey",1,"Dusty Light",12,"Grey",5673,"Denim shorts","F","Menswear",3,"Menswear",56,"Denim Men",1025,"Shorts","5-pocket shorts in stretch, supersoft denim. Regular waist with a concealed drawstring at the front and covered elastication at the back, a zip fly and button, and slim legs that finish just above the knees.",71.58
852092001,852092,"SPEED 2 AVA BLOUSE",258,"Blouse","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1543,"Tops Woven","D","Divided",2,"Divided",53,"Divided Collection",1010,"Blouses","Blouse in satin with a square neckline, seam under the bust and pleated section at the front. Smocking at the back, and 3/4-length sleeves with elastication at the top and an elasticated seam, smocking and a frill trim at the cuffs. Lined front.",75.61
839053001,839053,"Lolita Dress",265,"Dress","Garment Full body",1010021,"Lace",9,"Black",4,"Dark",5,"Black",1666,"Jersey","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1005,"Jersey Fancy","Calf-length lace dress in a straight cut at the top with narrow, adjustable shoulder straps. Concealed zip in one side, a seam at the waist and a flared skirt with box pleats front and back for added volume. Jersey lining.",79.41
867260002,867260,"5p bella scrunchies",73,"Hair string","Accessories",1010016,"Solid",9,"Black",4,"Dark",5,"Black",4343,"Hair Accessories","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Fabric-covered hair elastics. Two patterned, three in solid colour.",54.57
532965006,532965,"Theresea cropped shirt",259,"Shirt","Garment Upper body",1010017,"Stripe",73,"Dark Blue",2,"Medium Dusty",2,"Blue",8713,"Young Girl Dresses","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1014,"Dresses/Skirts girls","Short shirt in woven fabric with a collar, buttons down the front and long sleeves with buttoned cuffs.",42.26
799365027,799365,"Vintage Slim HW ankle consc.",272,"Trousers","Garment Lower body",1010023,"Denim",72,"Blue",2,"Medium Dusty",2,"Blue",1772,"Denim Trousers","D","Divided",2,"Divided",57,"Ladies Denim",1016,"Trousers Denim","5-pocket, ankle-length jeans in washed denim with an extra-high waist and slim legs. The jeans are made partly from recycled cotton.",20.43
811595001,811595,"Bounty JS",268,"Dungarees","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1343,"Projects Dresses","D","Divided",2,"Divided",50,"Divided Projects",1013,"Dresses Ladies","Playsuit in mesh with sequin-embroidered details. Deep, wrapover V-neck with a scalloped trim at the front and a small opening with a button at the back of the neck. Long trumpet sleeves with scalloped trims, a seam with narrow elastication at the waist, and wide legs. Lined.",87.68
598628001,598628,"Lacey thong",286,"Underwear bottom","Underwear",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1338,"Expressive Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","No Description",66.1
759155001,759155,"Ollie s/s Blouse",258,"Blouse","Garment Upper body",1010016,"Solid",10,"White",3,"Light",9,"White",7613,"Kids Girl Dresses","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1014,"Dresses/Skirts girls","Blouse in an airy cotton weave with short, butterfly sleeves and an opening with a concealed button at the back of the neck. Pin-tucks at the top of the front, and a flounce around the neckline.",39.78
867056002,867056,"Chino knit 79",272,"Trousers","Garment Lower body",1010023,"Denim",71,"Light Blue",1,"Dusty Light",2,"Blue",7956,"Kids Boy Denim","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1016,"Trousers Denim","Joggers in stretch, supersoft denim with diagonal side pockets and welt back pockets. Relaxed fit with an adjustable, elasticated waist, zip fly and button, and tapered legs.",15.72
633933003,633933,"CLEMENTINA waterbottle",156,"Waterbottle","Accessories",1010016,"Solid",83,"Dark Turquoise",4,"Dark",7,"Turquoise",8396,"Ladies Sport Acc","S","Sport",26,"Sport",5,"Ladies H&M Sport",1019,"Accessories","Plastic water bottle with a handle and a non-drip lid with a straw.",37.99
594161006,594161,"OL LIMA PQ Sandal",91,"Sandals","Shoes",1010016,"Solid",33,"Dark Orange",2,"Medium Dusty",13,"Brown",3040,"Premium Quality","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Low strappy sandals in leather with an adjustable ankle strap with a metal buckle, insoles and soles in rubber.",39.27
730020005,730020,"Moon + Pluto lettuce NW",288,"Underwear set","Underwear",1010001,"All over pattern",73,"Dark Blue",4,"Dark",2,"Blue",3937,"UW","D","Divided",2,"Divided",51,"Divided Basics",1017,"Under-, Nightwear","Pyjamas with a short-sleeved top and pair of shorts in soft, patterned jersey. Top with an overlocked edge on the sleeves and at the hem. Shorts with an elasticated waist and overlocked hems.",75.66
695289003,695289,"Kate Fancy Tee",255,"T-shirt","Garment Upper body",1010008,"Front print",9,"Black",4,"Dark",5,"Black",6280,"Tops Girls","S","Sport",26,"Sport",49,"Kids Sports",1001,"Unknown","Sports top in fast-drying functional fabric with a print motif on the front and short raglan sleeves.",67.38
646734001,646734,"Anna WP boot SG",87,"Boots","Shoes",1010016,"Solid",51,"Light Pink",7,"Medium",4,"Pink",4311,"Kids Girl Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Warm-lined boots in waterproof functional fabric with imitation leather details and a padded, ankle-length shaft with a faux fur trim. Adjustable elasticated lacing at the front, a zip in the side and reflective details. Pile linings and insoles and rubber soles.",89.85
813804011,813804,"ELIS TEE",255,"T-shirt","Garment Upper body",1010001,"All over pattern",73,"Dark Blue",7,"Medium",2,"Blue",6545,"Baby Boy Jersey Fancy","G","Baby Sizes 50-98",4,"Baby/Children",41,"Baby Boy",1005,"Jersey Fancy","T-shirt in soft cotton jersey with a press-stud on one shoulder (except in sizes 1½-4Y).",52.5
841960002,841960,"putney seamless",253,"Vest top","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1676,"Jersey Basic","A","Ladieswear",1,"Ladieswear",16,"Womens Everyday Basics",1002,"Jersey Basic","Fitted vest top in microfibre. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",20.76
769904001,769904,"Cool Madmen Earring",70,"Earring","Accessories",1010016,"Solid",5,"Gold",5,"Bright",15,"Metal",4345,"Jewellery Extended","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Round earrings in snakeskin-patterned metal. Length 5 cm.",74.19
839766002,839766,"Cole Casual Shoe",89,"Other shoe","Shoes",1010016,"Solid",13,"Beige",1,"Dusty Light",1,"Mole",3630,"Shoes / Boots inactive from s5","F","Menswear",3,"Menswear",27,"Men Shoes",1020,"Shoes","Derby shoes with open lacing at the front. Canvas linings and insoles and patterned soles. Heel 1.5 cm.",60.51
624022001,624022,"1 pk Roses are red",302,"Socks","Socks & Tights",1010014,"Placement print",10,"White",3,"Light",9,"White",7188,"Socks Bin","F","Menswear",3,"Menswear",26,"Men Underwear",1021,"Socks and Tights","Jacquard-knit socks in a soft cotton blend with a ribbed shaft and elasticated tops.",78.47
673214022,673214,"Maxi",273,"Leggings/Tights","Garment Lower body",1010001,"All over pattern",73,"Dark Blue",4,"Dark",2,"Blue",7920,"Kids Girl Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",79.39
891898002,891898,"Queen dress",252,"Sweater","Garment Upper body",1010016,"Solid",6,"Light Grey",1,"Dusty Light",12,"Grey",1610,"Knitwear","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1003,"Knitwear","Knee-length dress in a soft knit containing some wool with a ribbed polo neck, dropped shoulders, long sleeves and wide ribbing at the cuffs and hem.",54.44
898670001,898670,"RR ISW3 Dotty Puffblouse",258,"Blouse","Garment Upper body",1010006,"Dot",9,"Black",4,"Dark",5,"Black",4092,"Read & React","D","Divided",2,"Divided",50,"Divided Projects",1001,"Unknown","Straight-style blouse in an airy weave with flock-print spots. Small opening with a button at the back of the neck, long, wide sleeves with gathers at the shoulders and narrow, covered elastication at the cuffs, and a straight hem.",57.05
512743010,512743,"WILLY l/s BB",252,"Sweater","Garment Upper body",1010010,"Melange",10,"White",3,"Light",9,"White",8768,"Young Boy Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1002,"Jersey Basic","Long-sleeved top in soft cotton jersey with a chest pocket and ribbing around the neckline. The cotton content of the top is organic.",48.48
626650003,626650,"FLYGARE top",255,"T-shirt","Garment Upper body",1010008,"Front print",10,"White",3,"Light",9,"White",8716,"Young Girl Jersey Fancy","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1005,"Jersey Fancy","Short, wide top in soft, printed jersey with dropped shoulders and short sleeves.",12.29
479095012,479095,"Wave Relaxed Shorts",274,"Shorts","Garment Lower body",1010010,"Melange",73,"Dark Blue",4,"Dark",2,"Blue",5687,"Shorts","F","Menswear",3,"Menswear",20,"Contemporary Smart",1025,"Shorts","Shorts in a linen blend with an elasticated, drawstring waist, concealed hook-and-eye fastening, zip fly, side pockets and a welt back pocket. Relaxed Fit.",19.71
947528001,947528,"Cool Spiky earcuff pk",70,"Earring","Accessories",1010016,"Solid",3,"Silver",3,"Light",15,"Metal",4345,"Jewellery Extended","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Set with earrings and ear cuffs in metal decorated with glass rhinestones. Four earrings in various designs and three ear cuffs. The zinc content of the earrings is recycled.",12.83
668466002,668466,"JACKIE top",255,"T-shirt","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",7930,"Young Girl Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Wide jersey top in a soft, stripe-print cotton and modal blend with short dolman sleeves. Rounded and slightly longer at the back.",67.28
701657003,701657,"Cindy Shimmer Body",256,"Bodysuit","Garment Upper body",1010009,"Glittering/Metallic",9,"Black",4,"Dark",5,"Black",5962,"Jersey Fancy DS","D","Divided",2,"Divided",58,"Divided Selected",1005,"Jersey Fancy","Sleeveless body in pleated, shimmering jersey with a V-neck front and back, ties at the back of the neck, gentle gathers at the shoulders and a sewn-in wrapover at the top. Seam at the hips and press-studs at the crotch. Lined front.",38.29
645407001,645407,"Ace Sleeveless hood",308,"Hoodie","Garment Upper body",1010001,"All over pattern",6,"Light Grey",1,"Dusty Light",12,"Grey",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Sleeveless jacket in lightweight sweatshirt fabric with a reversible sequin motif at the top (sizes 2-4Y with normal sequins). Jersey-lined hood, zip down the front and ribbing around the armholes and hem.",55.77
524979023,524979,"ERIN 2-p PJ",297,"Pyjama set","Nightwear",1010012,"Mixed solid/pattern",52,"Pink",7,"Medium",4,"Pink",7922,"Kids Girl UW/NW","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1017,"Under-, Nightwear","Pyjamas in soft, printed cotton jersey. Short-sleeved top with a rounded hem. Shorts with an elasticated waist.",32.44
776532008,776532,"Bruno beanie",496,"Beanie","Accessories",1010016,"Solid",6,"Light Grey",1,"Dusty Light",12,"Grey",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Hat knitted in a soft cotton blend with ear flaps and ties under the chin. Cotton jersey lining.",91.68
620424019,620424,"FREJA",255,"T-shirt","Garment Upper body",1010016,"Solid",43,"Dark Red",7,"Medium",18,"Red",7920,"Kids Girl Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Long-sleeved tops in organic cotton jersey.",46.93
860833022,860833,"Runar sweater",252,"Sweater","Garment Upper body",1010016,"Solid",13,"Beige",2,"Medium Dusty",1,"Mole",1643,"Basic 1","D","Divided",2,"Divided",51,"Divided Basics",1002,"Jersey Basic","Oversized top in soft sweatshirt fabric. Relaxed fit with low dropped shoulders, extra-long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside.",78
667772007,667772,"Novelty Knit",252,"Sweater","Garment Upper body",1010022,"Jacquard",73,"Dark Blue",4,"Dark",2,"Blue",5741,"Projects","F","Menswear",3,"Menswear",24,"Men Project",1001,"Unknown","Jumper in a soft jacquard knit with ribbing around the neckline, cuffs and hem.",30.59
621310001,621310,"AMY Basic Swimsuit",57,"Swimsuit","Swimwear",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",4320,"Young Girl Swimwear","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1018,"Swimwear","Fully lined, patterned swimsuit with narrow shoulder straps that cross at the back.",16.93
